"","CMCSA","FISV","MSFT","JNJ","CSCO","ADS","CL","BBT","AAPL","BFB","Rf","SP500"
"2010-10-21",7.549113,13.8925,20.600203,49.964943,18.650728,62.11327,29.905212,18.038908,29.610575,11.911071,1.126,1180.26001
"2010-10-22",7.529763,13.9125,20.567789,49.824398,18.827133,62.856907,29.959797,18.038908,29.414457,11.791122,1.145,1183.079956
"2010-10-25",7.649714,13.7875,20.413815,49.957157,18.931376,62.817764,29.971495,17.799664,29.545521,11.69021,1.173,1185.619995
"2010-10-26",7.599413,13.8625,20.989189,49.847836,18.762987,60.811909,29.807732,17.943213,29.469952,11.501722,1.247,1185.640015
"2010-10-27",7.843184,13.71,21.110748,49.637012,18.674786,59.158295,29.437338,17.975113,29.448908,11.357023,1.304,1182.449951
"2010-10-28",8.071476,13.535,21.297146,49.629192,18.594603,57.759079,29.211193,18.501448,29.201128,11.435085,1.237,1183.780029
"2010-10-29",7.982484,13.63,21.613195,49.76976,18.329994,59.412697,30.06897,18.668919,28.793591,11.577879,1.179,1183.26001
"2010-11-01",7.932178,13.515,21.840105,49.730698,18.378101,59.138725,30.12355,18.134604,29.099718,11.608343,1.163,1184.380005
"2010-11-02",8.001827,13.6675,22.196684,49.87907,18.578566,59.53989,30.431578,18.27018,29.595274,11.65594,1.153,1193.569946
"2010-11-03",7.997958,13.6725,21.904938,50.121117,19.011555,60.586861,30.591434,18.381821,29.92436,11.734004,1.121,1197.959961
"2010-11-04",8.148863,13.935,21.994078,50.566193,19.412476,61.721886,30.583643,19.298925,30.447659,11.93392,1.031,1221.060059
"2010-11-05",8.141124,13.945,21.759064,50.480305,19.452568,61.594677,30.244423,20.399437,30.338596,11.970094,1.095,1225.849976
"2010-11-08",8.090821,13.9275,21.726652,50.230434,19.556803,61.173943,30.224947,20.152212,30.481138,11.958668,1.13,1223.25
"2010-11-09",8.03665,13.905,21.840105,50.214813,19.524729,60.733627,30.018284,19.81728,30.238144,11.92059,1.255,1213.400024
"2010-11-10",8.021173,13.9925,21.832005,49.933712,19.63699,61.41856,29.998787,20.223991,30.424692,11.853953,1.208,1218.709961
"2010-11-11",8.001827,13.9425,21.6213,49.910294,16.453697,61.819725,29.924715,20.152212,30.292677,11.878705,1.208,1213.540039
"2010-11-12",7.905091,13.7875,21.289042,49.715088,16.157015,60.841259,29.858435,19.793362,29.46804,11.855856,1.348,1199.209961
"2010-11-15",7.967,13.8725,21.232306,50.082077,15.996652,60.655354,30.556349,19.976778,29.373322,11.884417,1.493,1197.75
"2010-11-16",7.839314,13.5975,21.044779,49.301243,15.587715,60.263962,29.948099,19.498295,28.851942,11.745428,1.467,1178.339966
"2010-11-17",7.889615,13.5825,20.849081,49.238781,15.563658,59.696457,30.166443,19.338793,28.747673,11.876799,1.457,1178.589966
"2010-11-18",7.959261,13.7625,21.069237,49.840023,15.724026,60.263962,30.493958,19.466391,29.506304,12.080523,1.488,1196.689941
"2010-11-19",7.955394,14.0875,20.946934,49.840023,15.724026,60.391163,30.618721,19.522215,29.343664,12.185238,1.512,1199.72998
"2010-11-22",7.893483,14.105,20.979546,49.676033,15.683937,61.222862,30.564131,19.282972,29.977942,12.289955,1.433,1197.839966
"2010-11-23",7.796751,13.7925,20.48217,49.090435,15.395271,61.252216,30.318502,18.81246,29.534994,12.209991,1.386,1180.72998
"2010-11-24",7.885745,14.105,20.68601,49.418373,15.603748,63.062389,30.400385,18.92411,30.115692,12.369921,1.558,1198.349976
"2010-11-26",7.823833,14.0975,20.588161,49.063988,15.627801,62.328529,30.17424,18.613089,30.134829,12.324223,1.528,1189.400024
"2010-11-29",7.819966,14.025,20.637093,48.756844,15.587715,61.41856,30.09627,18.900183,30.313725,12.335649,1.497,1187.76001
"2010-11-30",7.754187,13.825,20.596323,48.473324,15.363201,61.721886,29.846727,18.501448,29.766512,12.455598,1.464,1180.550049
"2010-12-01",8.059867,14.215,21.232306,49.158501,15.491495,64.735573,30.111858,18.940058,30.268757,12.718343,1.622,1206.069946
"2010-12-02",8.017303,14.4125,21.925381,49.30024,15.41131,65.694473,30.318502,19.705633,30.436178,13.160058,1.675,1221.530029
"2010-12-03",8.013433,14.5525,22.031376,49.268745,15.291034,66.712074,30.392584,19.705633,30.368246,13.628948,1.619,1224.709961
"2010-12-06",7.970872,14.3775,21.884604,48.985226,15.579696,66.496826,30.310701,19.578032,30.627504,13.566947,1.522,1223.119995
"2010-12-07",8.044389,14.6675,21.909071,49.071865,15.547618,66.418549,30.478359,19.697664,30.44191,13.36738,1.752,1223.75
"2010-12-08",8.044389,14.785,22.20261,49.182121,15.515548,66.770805,30.665525,20.391462,30.70978,13.532527,1.852,1228.280029
"2010-12-09",8.067606,14.6775,22.080301,48.874969,15.796187,67.70034,30.486158,21.611601,30.590206,13.642631,1.899,1233
"2010-12-10",8.245597,14.805,22.292294,48.756844,15.796187,68.336327,30.493958,21.651476,30.666725,13.540399,1.954,1240.400024
"2010-12-13",8.249461,14.7875,22.21891,48.717476,15.699969,67.54377,30.938444,21.436157,30.772919,13.497143,1.892,1240.459961
"2010-12-14",8.508712,14.92,22.520605,49.434124,15.667894,67.612267,31.495987,21.196913,30.640896,13.646565,2.044,1241.589966
"2010-12-15",8.361677,14.9,22.708139,49.276619,15.611766,67.406784,31.57789,20.861971,30.647593,13.646565,2.099,1235.22998
"2010-12-16",8.377153,15.085,22.822296,49.142735,15.83628,68.83535,31.651958,21.05337,30.732735,13.760596,2.067,1242.869995
"2010-12-17",8.288159,15.11,22.748903,49.252995,15.675914,68.561394,31.581779,20.861971,30.671507,13.764527,1.953,1243.910034
"2010-12-20",8.485498,14.735,22.675526,49.213627,15.732048,69.207184,31.363428,20.670584,30.824575,13.882498,1.953,1247.079956
"2010-12-21",8.609315,14.8675,22.887516,49.095486,15.659876,69.804039,31.152891,20.877922,31.014954,13.853002,1.962,1254.599976
"2010-12-22",8.589972,14.75,22.985361,48.843472,15.683937,69.696419,31.550591,21.125147,31.106781,13.862837,2.001,1258.839966
"2010-12-23",8.582229,14.67,23.07505,49.024601,15.788174,69.158264,31.398525,21.005514,30.95756,13.876594,2.052,1256.77002
"2010-12-27",8.551273,14.735,22.887516,48.772598,16.165035,69.402878,31.351749,21.149069,31.060879,13.795989,2.049,1257.540039
"2010-12-28",8.543537,14.7625,22.838594,48.8671,16.317381,69.236542,31.495987,21.085268,31.136446,13.772395,2.15,1258.51001
"2010-12-29",8.493236,14.79,22.805983,48.930107,16.237204,69.461578,31.371229,21.085268,31.119228,13.737003,2.029,1259.780029
"2010-12-30",8.543537,14.8125,22.708139,48.780468,16.221163,69.784485,31.308847,21.05337,30.963297,13.652462,2.07,1257.880005
"2010-12-31",8.500973,14.64,22.757057,48.709587,16.221163,69.500725,31.336147,20.965649,30.85807,13.687852,2.016,1257.640015
"2011-01-03",8.730858,14.875,22.814135,49.473495,16.429644,70.958633,31.110001,21.428183,31.528688,13.622971,2.021,1271.869995
"2011-01-04",8.758178,14.61,22.903831,49.890903,16.453697,70.498764,31.067123,21.404264,31.693233,13.56399,2.017,1270.199951
"2011-01-05",8.875263,14.7325,22.830442,49.859398,16.654158,69.158264,30.872164,22.029783,31.952478,13.467649,2.158,1276.560059
"2011-01-06",8.88307,14.7525,23.49905,49.78064,16.798487,69.94104,30.68891,21.564648,31.926651,13.589547,2.083,1273.849976
"2011-01-07",8.859654,14.86,23.319666,49.30024,16.814516,69.667053,30.540751,21.115551,32.155293,13.396871,1.956,1271.5
"2011-01-10",8.867456,14.795,23.009823,48.953732,16.670193,70.244354,30.369198,21.203772,32.76086,13.355581,1.928,1269.75
"2011-01-11",8.820623,15.045,22.920137,49.040344,16.742353,70.469406,30.493958,21.275946,32.683372,13.369344,1.962,1274.47998
"2011-01-12",8.793305,15.205,23.278906,49.221489,16.934803,72.015388,30.571939,21.532576,32.949322,13.389006,1.969,1285.959961
"2011-01-13",8.797207,15.19,22.985361,49.544388,16.902719,70.714012,30.532936,21.548609,33.069874,13.339858,1.906,1283.76001
"2011-01-14",8.867456,15.48,23.07505,49.260876,17.006968,70.6064,30.532936,22.278391,33.337727,13.320194,1.929,1293.23999
"2011-01-18",8.890878,15.625,23.368587,48.906479,17.014978,70.459625,30.568035,22.045826,32.588665,13.296601,1.952,1295.02002
"2011-01-19",9.015769,15.5,23.213663,49.268745,16.69425,69.73555,30.801971,21.885433,32.415508,13.253348,1.932,1281.920044
"2011-01-20",9.078218,15.475,23.115824,49.505005,16.654158,70.469406,30.798088,21.71702,31.826202,13.280871,2.051,1280.26001
"2011-01-21",9.183596,15.495,22.846756,49.347492,16.62208,70.09758,31.220936,22.767588,31.256037,13.284806,2.02,1283.349976
"2011-01-24",9.210916,15.7275,23.140284,49.000992,16.974888,71.526154,31.552908,22.286409,32.282539,13.231723,2.011,1290.839966
"2011-01-25",9.109439,15.7225,23.197361,48.10318,17.27157,71.428299,31.66358,22.37463,32.660408,13.263175,1.933,1291.180054
"2011-01-26",9.101634,15.7225,23.466436,47.725155,17.175346,71.389175,31.616144,21.941568,32.894798,13.225825,2.001,1296.630005
"2011-01-27",9.097732,15.7175,23.539818,47.788166,17.191385,70.87059,30.584665,22.286409,32.833576,13.196331,1.982,1299.540039
"2011-01-28",8.914293,15.3325,22.6266,47.260502,16.78245,69.715973,30.426588,21.861378,32.153385,12.985961,1.926,1276.339966
"2011-01-31",8.87917,15.4425,22.610296,47.071495,16.958853,69.216957,30.339638,22.166115,32.461422,13.044941,1.952,1286.119995
"2011-02-01",9.132857,15.7575,22.822296,47.748783,17.215443,70.704247,30.315933,22.855801,33.007687,13.214027,2.021,1307.589966
"2011-02-02",9.004063,15.6275,22.781523,47.740906,17.335714,73.942978,30.055105,22.703426,32.939743,13.127524,2.099,1304.030029
"2011-02-03",9.058701,15.5775,22.545067,47.882664,17.568249,76.164093,30.007673,22.759567,32.855564,13.210097,2.159,1307.099976
"2011-02-04",9.08212,15.0675,22.642906,47.914165,17.680504,74.862747,30.130177,22.807692,33.148308,13.208133,2.277,1310.869995
"2011-02-07",9.187499,15.1175,22.993515,47.937794,17.664473,76.261948,30.146002,23.032232,33.662994,13.188465,2.275,1319.050049
"2011-02-08",9.234332,15.3075,23.058744,47.992912,17.632397,75.518318,31.04705,23.393112,33.980614,13.145212,2.385,1324.569946
"2011-02-09",9.183596,15.235,22.805983,47.945671,17.672489,75.704231,30.952211,23.232723,34.263775,13.099996,2.316,1320.880005
"2011-02-10",9.281168,15.485,22.422758,47.98505,15.170757,76.310867,30.719049,22.903915,33.917465,13.027249,2.397,1321.869995
"2011-02-11",9.367032,15.585,22.21891,47.803909,14.994349,76.839241,31.189325,23.353016,34.138454,13.107859,2.364,1329.150024
"2011-02-14",9.316294,15.625,22.20261,47.803909,15.082554,78.160179,31.224897,23.31292,34.361355,13.107859,2.351,1332.319946
"2011-02-15",9.429479,15.6,22.112381,47.740906,14.970299,77.4459,30.920603,23.048271,34.430244,13.176673,2.337,1328.01001
"2011-02-16",9.808064,15.6475,22.161594,47.662155,14.898133,76.809883,31.03916,23.072332,34.739235,13.229759,2.349,1336.319946
"2011-02-17",9.843191,15.89,22.317432,47.874783,14.97832,77.015381,30.983818,22.775604,34.277164,13.310363,2.282,1340.430054
"2011-02-18",10.018824,15.88,22.194401,48.126801,15.11463,77.259979,30.991732,22.783621,33.536713,13.355581,2.274,1343.01001
"2011-02-22",9.808064,15.67,21.808912,47.764538,14.906151,74.970367,31.062862,22.238295,32.393494,13.204198,2.136,1315.439941
"2011-02-23",9.710491,15.4275,21.808912,47.559772,14.753802,74.84317,30.971973,22.206223,32.777126,13.324127,2.173,1307.400024
"2011-02-24",9.73391,15.5025,21.956551,47.449516,14.721725,75.5868,30.691378,22.206223,32.801998,13.312327,2.186,1306.099976
"2011-02-25",9.858805,15.75,21.776106,47.393887,14.946241,76.663124,30.873167,22.174131,33.307117,13.516803,2.171,1319.880005
"2011-02-28",10.05395,15.8175,21.800714,48.824287,14.882097,77.044724,31.031256,22.134041,33.790234,13.595445,2.137,1327.219971
"2011-03-01",9.86661,15.5075,21.456236,48.236225,14.882097,75.890114,30.683472,21.668901,33.41713,13.377212,2.118,1306.329956
"2011-03-02",9.784644,15.4375,21.390615,48.323639,14.833984,76.232605,30.549107,21.700981,33.685951,13.292668,2.16,1308.439941
"2011-03-03",10.057852,15.525,21.489037,48.51437,14.858039,78.825539,30.85342,21.709005,34.397709,13.377212,2.3,1330.969971
"2011-03-04",9.971987,15.3675,21.283985,48.522312,14.753802,79.471329,30.628139,21.147638,34.439796,13.367381,2.175,1321.150024
"2011-03-07",9.921248,15.0425,21.095345,47.997837,14.593435,79.148438,30.643961,21.13159,33.995907,13.501471,2.18,1310.130005
"2011-03-08",9.975892,15.275,21.251188,48.244175,14.609469,78.668976,30.900829,21.636827,34.034176,14.143926,2.212,1321.819946
"2011-03-09",9.878317,15.2925,21.234779,47.997837,14.529287,78.326523,31.220936,21.644842,33.719437,14.199965,2.147,1320.02002
"2011-03-10",9.648045,14.88,20.841089,47.370064,14.368922,77.034927,31.213039,21.283968,33.16457,13.913764,2.058,1295.109985
"2011-03-11",9.73781,15.135,21.062538,47.433624,14.392974,77.034927,31.292086,21.733063,33.673515,13.807688,2.043,1304.280029
"2011-03-14",9.558278,14.9725,21.070747,46.988609,14.312792,76.438072,30.932457,21.516535,33.823715,13.585536,1.972,1296.390015
"2011-03-15",9.429479,14.6375,20.824682,46.472076,13.943945,78.336296,30.537249,21.516535,33.045948,13.411409,1.97,1281.869995
"2011-03-16",9.148468,14.5825,20.332569,45.820446,13.671317,79.539825,30.296179,21.444357,31.570774,13.103196,1.863,1256.880005
"2011-03-17",9.398254,14.77,20.324366,46.193951,13.63123,79.911636,30.311981,21.548609,32.01371,13.303336,1.902,1273.719971
"2011-03-18",9.312391,15.005,20.340773,46.543594,13.743483,79.383263,30.410784,21.660885,31.633915,13.307341,1.943,1279.209961
"2011-03-21",9.433384,15.15,20.77548,46.750206,13.943945,81.506546,30.987776,21.556623,32.459518,13.541501,2.021,1298.380005
"2011-03-22",9.39045,15.1325,20.75086,46.718422,13.992057,82.250175,30.99568,21.356138,32.641273,13.457444,2.038,1293.77002
"2011-03-23",9.406064,15.1275,20.947714,46.6628,14.096294,82.074059,30.940353,21.324062,32.44899,13.413414,2.046,1297.540039
"2011-03-24",9.651946,15.295,21.169165,46.909145,13.919889,82.71006,31.734707,21.388216,33.001934,13.491467,2.113,1309.660034
"2011-03-25",9.765133,15.385,21.013325,46.869404,13.855744,83.032967,31.675434,21.709005,33.63047,13.539498,2.169,1313.800049
"2011-03-28",9.534859,15.32,20.841089,47.076027,13.78358,81.907722,31.809797,21.885433,33.525234,13.49747,2.196,1310.189941
"2011-03-29",9.569985,15.535,20.9067,47.060135,14.033018,81.809868,31.782131,22.182158,33.574974,13.553509,2.229,1319.439941
"2011-03-30",9.640235,15.6425,21.005125,47.187271,13.944508,83.228645,32.094345,22.214237,33.352077,13.625563,2.217,1328.26001
"2011-03-31",9.648045,15.68,20.824682,47.083958,13.799672,84.040787,31.916498,22.013742,33.340599,13.669594,2.225,1325.829956
"2011-04-01",9.83929,15.72,20.898499,47.274677,13.711158,84.079918,31.82165,22.150072,32.962719,13.73564,2.248,1332.410034
"2011-04-04",9.947586,15.705,20.95591,47.799175,13.727254,82.387161,32.019264,22.077906,32.64032,13.769663,2.197,1332.869995
"2011-04-05",9.908203,15.4075,21.144556,47.521038,13.855998,81.937065,31.948118,22.013742,32.42028,13.759655,2.272,1332.630005
"2011-04-06",9.778249,15.5975,21.44803,47.409779,14.539944,82.308891,32.220814,22.110542,32.33897,13.749649,2.313,1335.540039
"2011-04-07",9.703424,15.66,21.489037,47.266743,14.411204,83.101448,32.232658,22.102476,32.342808,13.719628,2.282,1333.51001
"2011-04-08",9.719175,15.59,21.382416,47.250854,14.201995,83.169952,32.121998,21.965347,32.053886,13.641574,2.3,1328.170044
"2011-04-11",9.667981,15.6675,21.308599,47.568718,14.057157,82.670921,32.252419,22.013746,31.646347,13.563519,2.298,1324.459961
"2011-04-12",9.573466,15.4925,21.02973,47.632294,14.033018,81.995789,32.619957,21.997614,31.799412,13.915764,2.21,1314.160034
"2011-04-13",9.530149,15.615,21.021532,47.362106,13.880133,82.436089,32.252419,21.658821,32.15625,13.889745,2.171,1314.410034
"2011-04-14",9.549841,15.62,20.849289,47.695866,13.815763,81.809868,32.343311,21.344219,31.801331,13.995819,2.211,1314.52002
"2011-04-15",9.644353,15.7825,20.808277,48.124985,13.703114,81.858795,32.33147,21.400686,31.32682,14.185957,2.123,1319.680054
"2011-04-18",9.435634,15.525,20.570425,48.045521,13.461718,81.956635,32.149677,21.465221,31.746809,13.973808,2.055,1305.140015
"2011-04-19",9.565589,15.65,20.627836,49.817635,13.365162,82.103416,32.17733,21.731417,32.321751,14.123912,2.058,1312.619995
"2011-04-20",9.794002,15.8825,21.128157,51.168556,13.622649,85.048607,32.118061,21.449085,32.75703,14.310043,2.111,1330.359985
"2011-04-21",9.979092,15.9375,20.931309,50.914265,13.630697,88.306908,32.334549,20.957026,33.55011,14.338067,2.114,1337.380005
"2011-04-25",9.959398,15.9,21.005125,50.946053,13.759439,88.551529,32.033859,20.706957,33.771099,14.368083,2.066,1335.25
"2011-04-26",10.077544,16.092501,21.480837,51.613564,14.097392,88.952698,32.294456,21.005423,33.523327,14.61025,2.024,1347.23999
"2011-04-27",10.175993,16.0975,21.636673,52.106266,13.831858,90.655243,32.49892,21.118357,33.49749,14.614255,2.039,1355.660034
"2011-04-28",10.290196,15.3675,21.907337,51.955269,13.91232,91.203178,33.264698,21.497477,33.17223,14.398107,2,1360.47998
"2011-04-29",10.321702,15.3275,21.259386,52.225468,14.097392,92.954643,33.81797,21.715286,33.495571,14.382094,1.975,1363.609985
"2011-05-02",10.506791,15.4625,21.046137,52.614838,14.145668,94.021172,33.898155,21.449085,33.127262,14.185957,1.967,1361.219971
"2011-05-03",10.479226,15.565,21.169165,52.654579,14.008878,91.486938,33.95829,21.707214,33.31094,14.237995,1.949,1356.619995
"2011-05-04",10.22325,15.45,21.374216,52.185711,14.057157,90.890068,34.339172,21.545877,33.442001,14.167942,1.937,1347.319946
"2011-05-05",10.065728,15.3725,21.152758,51.661243,14.065207,90.166016,34.038479,21.505548,33.17223,14.061871,1.891,1335.099976
"2011-05-06",10.018471,15.4025,21.218372,51.867863,14.129576,88.835289,34.03046,21.763683,33.163609,14.081882,1.863,1340.199951
"2011-05-09",9.955462,15.4125,21.18557,52.153942,14.161764,88.903786,34.070557,21.755617,33.25354,14.105897,1.836,1346.290039
"2011-05-10",10.168119,15.61,21.054338,52.257244,14.314648,89.725685,34.263,21.933075,33.430515,14.227983,1.894,1357.160034
"2011-05-11",10.046039,15.4375,20.800081,52.900921,14.3066,90.968346,34.10664,21.892744,33.218151,14.175946,1.849,1342.079956
"2011-05-12",10.018471,15.5825,20.767267,53.393627,13.622649,91.937035,34.964622,21.941145,33.155006,14.576229,1.882,1348.650024
"2011-05-13",9.896389,15.5,20.529413,52.940662,13.582414,89.803978,34.700001,21.481348,32.574326,14.426123,1.848,1337.77002
"2011-05-16",9.730993,15.3975,20.152122,52.742004,13.357115,89.666992,34.459446,21.513615,31.885521,14.3961,1.805,1329.469971
"2011-05-17",9.853071,15.505,20.242937,52.765835,13.389303,88.209061,34.587749,21.852419,32.157211,14.488169,1.786,1328.97998
"2011-05-18",9.990905,15.77,20.383282,52.845303,13.397346,88.463478,34.563694,21.836285,32.514038,14.520187,1.842,1340.680054
"2011-05-19",9.994842,15.8325,20.408051,52.757885,13.405396,88.884216,34.840332,22.029879,32.577179,14.604247,1.822,1343.599976
"2011-05-20",9.892454,15.775,20.218172,52.201622,13.30079,89.520218,34.700001,21.424881,32.069195,14.530196,1.799,1333.27002
"2011-05-23",9.667981,15.6325,19.953989,52.098309,13.155957,86.858772,34.507565,21.05382,31.990747,14.344065,1.786,1317.369995
"2011-05-24",9.604972,15.6325,19.937479,52.273132,13.091583,87.083824,34.319126,21.142555,31.779333,14.362078,1.784,1316.280029
"2011-05-25",9.624661,15.6475,19.970503,52.678429,13.027211,87.181671,34.110645,21.513615,32.21843,14.266007,1.766,1320.469971
"2011-05-26",9.817629,15.75,20.366766,52.51009,13.075489,90.02903,34.206863,21.69108,32.048145,14.340062,1.727,1325.689941
"2011-05-27",9.801875,15.865,20.441078,53.520046,13.244465,91.702209,34.367241,22.021812,32.278706,14.450143,1.709,1331.099976
"2011-05-31",9.939709,16.129999,20.647465,53.936867,13.518044,91.907677,35.092915,22.215408,33.275539,14.506176,1.688,1345.199951
"2011-06-01",9.624661,15.8975,20.168638,53.287598,13.180093,90.792229,34.844341,20.932827,33.053596,14.372086,1.609,1314.550049
"2011-06-02",9.699489,15.915,19.99527,53.287598,13.075489,89.490875,34.271011,21.142555,33.110043,14.185957,1.65,1312.939941
"2011-06-03",9.541963,15.56,19.739344,52.974995,12.882375,87.925308,33.72176,21.069954,32.855564,13.969804,1.608,1300.160034
